Structure,Z,MuPrior,SigmaPrior,Parameter,True,PosteriorMean,Bias,MSE,RMSE,Lower95CrI,Upper95CrI,Coverage,ESS_Bulk,Rhat,Divergences,ElapsedSeconds
Independent,0.7,"N(0,5²)",HalfCauchy_beta2p5,sigma_omega,1.0,1.2348809729302996,0.23488097293029964,0.05516907144468415,0.23488097293029964,0.7231852439085091,1.5305267229614548,True,846.0,1.01,0,35.18537211418152
Independent,0.7,"N(0,5²)",HalfCauchy_beta2p5,sigma_direct,1.2,1.2220057713384787,0.022005771338478697,0.0004842539722014105,0.022005771338478697,0.799487409224855,1.6221516107822167,True,862.0,1.01,0,35.18537211418152
Independent,0.7,"N(0,5²)",HalfCauchy_beta2p5,sigma_collateral,0.8,0.8135225172568292,0.01352251725682918,0.000182858472961243,0.01352251725682918,0.3493897802083225,1.2988188047423368,True,816.0,1.01,0,35.18537211418152
Independent,0.7,"N(0,5²)",HalfCauchy_beta2p5,Z_fixed,,0.7,,,,,,,,,0,35.18537211418152
Independent,0.7,"N(0,5²)",HalfCauchy_beta5,mu_omega,0.5,0.36751773514713826,-0.13248226485286174,0.017551550500543807,0.13248226485286174,0.19116749246752662,0.5385744451986486,True,2024.0,1.0,0,31.447994709014893
Independent,0.7,"N(0,5²)",HalfCauchy_beta5,sigma_omega,1.0,1.250117002195203,0.25011700219520305,0.0625585147871152,0.25011700219520305,0.8326069382993821,1.523793530728381,True,1359.0,1.0,0,31.447994709014893
Independent,0.7,"N(0,5²)",HalfCauchy_beta5,sigma_direct,1.2,1.2155739508736287,0.015573950873628783,0.00024254794581420275,0.015573950873628783,0.8203762199259121,1.5825850493531695,True,1354.0,1.0,0,31.447994709014893
Independent,0.7,"N(0,5²)",HalfCauchy_beta5,sigma_collateral,0.8,0.8100517234597898,0.010051723459789774,0.0001010371445120881,0.010051723459789774,0.36931270503441843,1.245554353419115,True,1412.0,1.0,0,31.447994709014893
Independent,0.7,"N(0,5²)",HalfCauchy_beta5,Z_fixed,,0.7,,,,,,,,,0,31.447994709014893
Independent,0.7,"N(0,5²)",HalfNormal_sigma2,mu_omega,0.5,0.36937483490146916,-0.13062516509853084,0.01706293375701844,0.13062516509853084,0.20145752063269837,0.5406852334054738,True,2143.0,1.0,0,33.08482336997986
